DayOfWeek,drug_usage,PatientCount,isHoliday,Date,emergency_cases
3,6837,456,0,2007-01-29,28
3,8218,1067,0,2007-01-30,51
3,10326,1040,0,2007-01-31,13
3,6550,580,0,2007-02-01,29
3,7971,757,0,2007-02-02,35
3,7426,651,0,2007-02-03,40
3,10191,1219,0,2007-02-04,57
3,7193,898,0,2007-02-05,27
3,6250,687,0,2007-02-06,50
3,7340,603,0,2007-02-07,7
3,6350,555,0,2007-02-08,49
3,5890,502,0,2007-02-09,50
3,13674,851,0,2007-02-10,30
3,7510,587,0,2007-02-11,34
3,7145,546,0,2007-02-12,55
3,8294,574,0,2007-02-13,55
3,10047,733,0,2007-02-14,36
3,4893,316,0,2007-02-15,14
3,8138,842,0,2007-02-16,36
3,10658,778,0,2007-02-17,11
3,9225,906,0,2007-02-18,10
3,9088,882,0,2007-02-19,9
3,6428,919,0,2007-02-20,10
3,3636,395,0,2007-02-21,37
3,15244,1280,0,2007-02-22,14
3,9999,941,0,2007-02-23,33
3,8646,619,0,2007-02-24,54
3,16739,1924,0,2007-02-25,45
3,10341,1019,0,2007-02-26,7
3,9249,768,0,2007-02-27,31
3,8184,591,0,2007-02-28,30
3,10614,1159,0,2007-03-01,37
3,9435,957,0,2007-03-02,19
3,12428,1343,0,2007-03-03,9
3,13106,1122,0,2007-03-04,33
3,5232,593,0,2007-03-05,19
3,6421,650,0,2007-03-06,56
3,6035,553,0,2007-03-07,35
3,9827,684,0,2007-03-08,41
3,4053,458,0,2007-03-09,29
3,10607,1047,0,2007-03-10,45
3,7225,808,0,2007-03-11,47
3,6270,612,0,2007-03-12,13
3,6440,553,0,2007-03-13,9
3,10147,1280,0,2007-03-14,48
3,9001,725,0,2007-03-15,18
3,6809,625,0,2007-03-16,53
3,7598,723,0,2007-03-17,51
3,6529,644,0,2007-03-18,20
3,4589,470,0,2007-03-19,36
3,8266,563,0,2007-03-20,6
3,4373,335,0,2007-03-21,10
3,5885,499,0,2007-03-22,52
3,7375,582,0,2007-03-23,21
3,7659,851,0,2007-03-24,24
3,10528,727,0,2007-03-25,12
3,10413,700,0,2007-03-26,44
3,7899,934,0,2007-03-27,16
3,6684,458,0,2007-03-28,27
3,7210,576,0,2007-03-29,55
3,12160,1344,0,2007-03-30,27
3,6782,659,0,2007-03-31,43
3,5312,530,0,2007-04-01,14
3,4814,751,0,2007-04-02,25
3,5170,453,0,2007-04-03,53
3,11965,1113,0,2007-04-04,44
3,4540,405,0,2007-04-05,49
3,11418,1916,0,2007-04-06,28
3,6493,695,0,2007-04-07,45
3,3014,392,0,2007-04-08,19
3,6006,700,0,2007-04-09,46
3,8386,774,0,2007-04-10,18
3,7202,542,0,2007-04-11,49
3,6049,435,0,2007-04-12,25
3,10118,746,0,2007-04-13,48
3,9466,900,0,2007-04-14,47
3,14510,1804,0,2007-04-15,20
3,7040,744,0,2007-04-16,54
3,10680,649,0,2007-04-17,31
3,3301,363,0,2007-04-18,45
3,5681,576,0,2007-04-19,50
3,8818,797,0,2007-04-20,53
3,6715,598,0,2007-04-21,48
3,6624,789,0,2007-04-22,50
3,6215,659,0,2007-04-23,42
3,6657,649,0,2007-04-24,46
3,5776,522,0,2007-04-25,22
3,5215,421,0,2007-04-26,11
3,12684,1368,0,2007-04-27,38
3,9298,1316,0,2007-04-28,9
3,4720,542,0,2007-04-29,54
3,4916,529,0,2007-04-30,27
3,8621,700,0,2007-05-01,39
3,12544,1509,0,2007-05-02,44
3,12005,1171,0,2007-05-03,24
3,5870,432,0,2007-05-04,44
3,5888,448,0,2007-05-05,56
3,14506,1700,0,2007-05-06,51
3,7303,809,0,2007-05-07,34
3,9369,522,0,2007-05-08,32
3,6023,807,0,2007-05-09,35
3,5564,437,0,2007-05-10,56
3,7048,654,0,2007-05-11,11
3,10662,1113,0,2007-05-12,20
3,4657,413,0,2007-05-13,39
3,6176,521,0,2007-05-14,53
3,5131,564,0,2007-05-15,59
3,5274,758,0,2007-05-16,53
3,12006,1232,0,2007-05-17,17
3,8729,619,0,2007-05-18,6
3,8862,734,0,2007-05-19,34
3,12568,1365,0,2007-05-20,39
3,8066,792,0,2007-05-21,53
3,12402,1450,0,2007-05-22,14
3,13220,1644,0,2007-05-23,47
3,8215,610,0,2007-05-24,38
3,4637,569,0,2007-05-25,23
3,3522,410,0,2007-05-26,19
3,8238,780,0,2007-05-27,36
3,6900,971,0,2007-05-28,37
3,6431,657,0,2007-05-29,32
3,7473,468,0,2007-05-30,19
3,7358,679,0,2007-05-31,11
3,13702,1376,0,2007-06-01,17
3,5342,654,0,2007-06-02,37
3,5706,470,0,2007-06-03,33
3,8478,873,0,2007-06-04,54
3,4477,560,0,2007-06-05,44
3,7367,704,0,2007-06-06,49
3,6376,438,0,2007-06-07,48
3,4462,497,0,2007-06-08,10
3,8161,664,0,2007-06-09,42
3,4113,378,0,2007-06-10,46
3,9137,696,0,2007-06-11,48
3,8732,1075,0,2007-06-12,14
3,8735,587,0,2007-06-13,29
3,9219,1191,0,2007-06-14,17
3,8525,720,0,2007-06-15,40
3,7917,1008,0,2007-06-16,27
3,7004,458,0,2007-06-17,37
3,7918,748,0,2007-06-18,49
3,10414,1153,0,2007-06-19,50
3,7013,844,0,2007-06-20,5
3,6917,831,0,2007-06-21,22
3,6240,453,0,2007-06-22,19
3,7057,740,0,2007-06-23,48
3,10784,1384,0,2007-06-24,46
3,7679,472,0,2007-06-25,11
3,6050,754,0,2007-06-26,54
3,5301,587,0,2007-06-27,16
3,8065,903,0,2007-06-28,36
3,8194,592,0,2007-06-29,55
3,7149,650,0,2007-06-30,53
3,6818,519,0,2007-07-01,52
3,7972,743,0,2007-07-02,53
3,5953,779,0,2007-07-03,52
3,6454,1412,0,2007-07-04,12
3,18350,1896,0,2007-07-05,7
3,7532,701,0,2007-07-06,32
3,9571,638,0,2007-07-07,33
3,6702,723,0,2007-07-08,58
3,7356,696,0,2007-07-09,6
3,6643,515,0,2007-07-10,9
3,6316,566,0,2007-07-11,28
3,4667,460,0,2007-07-12,46
3,5205,403,0,2007-07-13,13
3,9681,681,0,2007-07-14,30
3,13250,1515,0,2007-07-15,30
3,8971,811,0,2007-07-16,11
3,9483,754,0,2007-07-17,6
3,12448,1416,0,2007-07-18,43
3,10694,894,0,2007-07-19,43
3,10760,842,0,2007-07-20,12
3,8296,712,0,2007-07-21,47
3,9047,1375,0,2007-07-22,34
3,4778,545,0,2007-07-23,25
3,10771,1202,0,2007-07-24,58
3,13030,1022,0,2007-07-25,24
3,9224,590,0,2007-07-26,55
3,8028,863,0,2007-07-27,28
3,8685,758,0,2007-07-28,32
3,7305,708,0,2007-07-29,17
3,3988,563,0,2007-07-30,21
3,11481,1118,0,2007-07-31,58
3,8984,541,0,2007-08-01,49
3,7606,855,0,2007-08-02,6
3,6694,530,0,2007-08-03,45
3,3485,271,0,2007-08-04,27
3,15101,1804,0,2007-08-05,46
3,12181,934,0,2007-08-06,26
3,13039,1484,0,2007-08-07,58
3,7664,523,0,2007-08-08,10
3,5163,380,0,2007-08-09,16
3,5195,519,0,2007-08-10,21
3,5961,420,0,2007-08-11,43
3,6241,845,0,2007-08-12,54
3,9692,760,0,2007-08-13,37
3,8050,696,0,2007-08-14,40
3,7100,764,0,2007-08-15,53
3,5000,448,0,2007-08-16,35
3,7771,824,0,2007-08-17,30
3,4819,733,0,2007-08-18,42
3,4046,491,0,2007-08-19,56
3,6836,748,0,2007-08-20,38
3,15138,1611,0,2007-08-21,13
3,7114,647,0,2007-08-22,29
3,17137,2878,0,2007-08-23,29
3,4267,506,0,2007-08-24,29
3,6114,475,0,2007-08-25,54
3,7361,847,0,2007-08-26,48
3,5330,523,0,2007-08-27,39
3,5772,632,0,2007-08-28,11
3,5603,437,0,2007-08-29,18
3,4708,643,0,2007-08-30,5
3,4175,614,0,2007-08-31,58
3,7997,568,0,2007-09-01,23
3,7356,560,0,2007-09-02,50
3,4407,353,0,2007-09-03,19
3,10831,726,0,2007-09-04,28
3,6614,552,0,2007-09-05,25
3,7228,905,0,2007-09-06,23
3,5163,538,0,2007-09-07,7
3,13417,1141,0,2007-09-08,51
3,8186,802,0,2007-09-09,43
3,9214,1327,0,2007-09-10,30
3,6200,557,0,2007-09-11,44
3,6519,720,0,2007-09-12,53
3,4649,438,0,2007-09-13,32
3,5831,466,0,2007-09-14,45
3,5006,657,0,2007-09-15,53
3,18568,2558,0,2007-09-16,15
3,12116,799,0,2007-09-17,11
3,6328,549,0,2007-09-18,30
3,6738,554,0,2007-09-19,52
3,5528,400,0,2007-09-20,53
3,6564,513,0,2007-09-21,46
3,4313,516,0,2007-09-22,19
3,9924,1186,0,2007-09-23,22
3,4807,495,0,2007-09-24,32
3,13934,1592,0,2007-09-25,18
3,5409,779,0,2007-09-26,31
3,6087,793,0,2007-09-27,12
3,5865,710,0,2007-09-28,48
3,9021,714,0,2007-09-29,48
3,8824,623,0,2007-09-30,21
3,4496,358,0,2007-10-01,5
3,6695,612,0,2007-10-02,25
3,8440,1043,0,2007-10-03,7
3,8367,554,0,2007-10-04,48
3,8413,540,0,2007-10-05,8
3,6338,643,0,2007-10-06,27
3,4259,437,0,2007-10-07,8
3,11366,1059,0,2007-10-08,11
3,4717,485,0,2007-10-09,15
3,4465,527,0,2007-10-10,55
3,6786,507,0,2007-10-11,20
3,7991,417,0,2007-10-12,20
3,6565,917,0,2007-10-13,16
3,7403,1047,0,2007-10-14,13
3,11177,1242,0,2007-10-15,11
3,7544,699,0,2007-10-16,9
3,7725,636,0,2007-10-17,33
3,8023,502,0,2007-10-18,14
3,5278,481,0,2007-10-19,6
3,9575,767,0,2007-10-20,56
3,6269,765,0,2007-10-21,54
3,5326,468,0,2007-10-22,51
3,7315,798,0,2007-10-23,52
3,6097,579,0,2007-10-24,24
3,6492,623,0,2007-10-25,12
3,10281,793,0,2007-10-26,30
3,7705,676,0,2007-10-27,15
3,6633,731,0,2007-10-28,16
3,6926,555,0,2007-10-29,9
3,6767,780,0,2007-10-30,46
3,5088,605,0,2007-10-31,58
3,8047,919,0,2007-11-01,12
3,7328,524,0,2007-11-02,56
3,7897,673,0,2007-11-03,32
3,6904,627,0,2007-11-04,47
3,9937,899,0,2007-11-05,15
3,11028,782,0,2007-11-06,18
3,6607,494,0,2007-11-07,10
3,4834,488,0,2007-11-08,53
3,11408,716,0,2007-11-09,15
3,5842,461,0,2007-11-10,23
3,3700,468,0,2007-11-11,5
3,7601,825,0,2007-11-12,25
3,10329,1038,0,2007-11-13,8
3,13387,1443,0,2007-11-14,5
3,5551,732,0,2007-11-15,11
3,6150,614,0,2007-11-16,7
3,5995,538,0,2007-11-17,47
3,3972,350,0,2007-11-18,44
3,6926,647,0,2007-11-19,58
3,7424,877,0,2007-11-20,17
3,7849,664,0,2007-11-21,27
3,5990,453,0,2007-11-22,25
3,7895,735,0,2007-11-23,23
3,10072,731,0,2007-11-24,40
3,3331,361,0,2007-11-25,57
3,6047,662,0,2007-11-26,35
3,5921,588,0,2007-11-27,40
3,6528,703,0,2007-11-28,24
3,6027,553,0,2007-11-29,58
3,6747,524,0,2007-11-30,40
3,8091,675,0,2007-12-01,32
3,6544,796,0,2007-12-02,34
3,5602,601,0,2007-12-03,27
3,9192,1304,0,2007-12-04,9
3,9691,721,0,2007-12-05,58
3,9520,757,0,2007-12-06,42
3,9374,1100,0,2007-12-07,58
3,5897,461,0,2007-12-08,28
3,7557,716,0,2007-12-09,56
3,8817,737,0,2007-12-10,49
3,9060,1302,0,2007-12-11,34
3,10239,673,0,2007-12-12,25
3,9011,1033,0,2007-12-13,33
3,3900,377,0,2007-12-14,12
3,8778,1837,0,2007-12-15,43
3,7937,574,0,2007-12-16,15
3,7789,751,0,2007-12-17,49
3,10044,1015,0,2007-12-18,14
3,5993,854,0,2007-12-19,30
3,4778,569,0,2007-12-20,53
3,12320,1828,0,2007-12-21,35
3,8559,796,0,2007-12-22,6
3,10880,748,0,2007-12-23,13
3,7059,586,0,2007-12-24,13
3,6911,757,0,2007-12-25,41
3,9826,736,0,2007-12-26,35
3,4227,367,0,2007-12-27,40
3,6231,592,0,2007-12-28,19
3,6170,787,0,2007-12-29,51
3,7751,514,0,2007-12-30,32
3,6426,691,0,2007-12-31,48
3,7470,520,0,2008-01-01,53
3,9373,784,0,2008-01-02,21
3,8145,562,0,2008-01-03,54
3,9778,968,0,2008-01-04,42
3,10542,908,0,2008-01-05,37
3,16845,1817,0,2008-01-06,51
3,9366,1033,0,2008-01-07,15
3,5452,572,0,2008-01-08,42
3,8070,697,0,2008-01-09,25
3,4321,362,0,2008-01-10,48
3,3484,353,0,2008-01-11,28
3,10613,1064,0,2008-01-12,52
3,7271,843,0,2008-01-13,45
3,6699,530,0,2008-01-14,49
3,7550,749,0,2008-01-15,7
3,6579,527,0,2008-01-16,40
3,10473,1326,0,2008-01-17,8
3,5390,390,0,2008-01-18,28
3,6619,470,0,2008-01-19,45
3,6805,579,0,2008-01-20,7
3,9782,1182,0,2008-01-21,26
3,6285,388,0,2008-01-22,18
3,8167,848,0,2008-01-23,28
3,6263,445,0,2008-01-24,23
3,6667,559,0,2008-01-25,54
3,8025,780,0,2008-01-26,42
3,6293,493,0,2008-01-27,53
3,9004,769,0,2008-01-28,5
3,7787,676,0,2008-01-29,24
3,8348,1251,0,2008-01-30,24
3,10112,658,0,2008-01-31,33
3,6658,607,0,2008-02-01,20
3,6370,546,0,2008-02-02,7
3,11716,1032,0,2008-02-03,44
3,5111,459,0,2008-02-04,57
3,5992,448,0,2008-02-05,24
3,11241,1016,0,2008-02-06,54
3,7644,900,0,2008-02-07,28
3,9860,923,0,2008-02-08,22
3,10847,1167,0,2008-02-09,59
3,14145,3184,0,2008-02-10,48
3,5155,439,0,2008-02-11,38
3,5604,537,0,2008-02-12,8
3,5461,517,0,2008-02-13,50
3,5717,719,0,2008-02-14,36
3,7997,619,0,2008-02-15,30
3,11371,818,0,2008-02-16,18
3,8074,567,0,2008-02-17,56
3,8544,887,0,2008-02-18,14
3,8765,808,0,2008-02-19,46
3,4438,452,0,2008-02-20,41
3,8874,844,0,2008-02-21,30
3,9171,843,0,2008-02-22,39
3,7315,560,0,2008-02-23,41
3,8961,675,0,2008-02-24,17
3,5789,441,0,2008-02-25,19
3,4757,548,0,2008-02-26,50
3,5468,407,0,2008-02-27,51
3,3809,485,0,2008-02-28,13
3,5636,430,0,2008-02-29,24
3,7763,669,0,2008-03-01,12
3,7993,855,0,2008-03-02,24
3,11150,833,0,2008-03-03,51
3,16762,2162,0,2008-03-04,18
3,7994,635,0,2008-03-05,25
3,5845,638,0,2008-03-06,57
3,8554,776,0,2008-03-07,43
3,7619,1247,0,2008-03-08,10
3,9150,947,0,2008-03-09,11
3,5713,464,0,2008-03-10,19
3,6761,560,0,2008-03-11,41
3,4594,453,0,2008-03-12,59
3,10187,775,0,2008-03-13,32
3,8180,658,0,2008-03-14,45
3,6241,491,0,2008-03-15,10
3,13835,1312,0,2008-03-16,36
3,10717,2892,0,2008-03-17,24
3,5708,517,0,2008-03-18,25
3,8516,774,0,2008-03-19,46
3,4101,496,0,2008-03-20,10
3,5926,753,0,2008-03-21,15
3,5196,619,0,2008-03-22,6
3,9297,577,0,2008-03-23,48
3,5152,554,0,2008-03-24,14
3,5489,379,0,2008-03-25,44
3,6919,796,0,2008-03-26,6
3,8039,684,0,2008-03-27,33
3,7284,775,0,2008-03-28,6
3,5108,652,0,2008-03-29,37
3,6150,507,0,2008-03-30,48
3,6916,621,0,2008-03-31,41
3,7911,667,0,2008-04-01,6
3,8176,579,0,2008-04-02,58
3,3813,469,0,2008-04-03,49
3,11089,1100,0,2008-04-04,53
3,18228,1572,0,2008-04-05,14
3,3899,489,0,2008-04-06,16
3,7531,630,0,2008-04-07,8
3,7881,744,0,2008-04-08,32
3,7756,669,0,2008-04-09,37
3,5823,485,0,2008-04-10,6
3,3191,510,0,2008-04-11,23
3,5708,498,0,2008-04-12,52
3,8855,664,0,2008-04-13,26
3,5014,458,0,2008-04-14,54
3,7613,900,0,2008-04-15,17
3,10092,828,0,2008-04-16,46
3,4783,427,0,2008-04-17,13
3,6278,576,0,2008-04-18,19
3,7392,483,0,2008-04-19,51
3,6385,487,0,2008-04-20,56
3,6111,488,0,2008-04-21,35
3,6605,551,0,2008-04-22,18
3,9879,612,0,2008-04-23,18
3,10248,964,0,2008-04-24,8
3,8818,619,0,2008-04-25,22
3,10889,817,0,2008-04-26,21
3,6581,486,0,2008-04-27,24
3,4334,701,0,2008-04-28,47
3,6747,764,0,2008-04-29,24
3,6656,672,0,2008-04-30,52
3,9577,667,0,2008-05-01,41
3,6604,583,0,2008-05-02,15
3,4355,621,0,2008-05-03,7
3,21556,2872,0,2008-05-04,13
3,6383,579,0,2008-05-05,26
3,6655,570,0,2008-05-06,41
3,12401,1063,0,2008-05-07,35
3,6814,802,0,2008-05-08,16
3,9128,663,0,2008-05-09,14
3,6685,576,0,2008-05-10,30
3,8194,866,0,2008-05-11,20
3,5633,598,0,2008-05-12,49
3,9060,699,0,2008-05-13,30
3,15295,1862,0,2008-05-14,24
3,5884,564,0,2008-05-15,36
3,6469,824,0,2008-05-16,49
3,8062,641,0,2008-05-17,40
3,14535,1569,0,2008-05-18,21
3,8099,582,0,2008-05-19,39
3,6023,507,0,2008-05-20,23
3,6461,657,0,2008-05-21,43
3,5327,584,0,2008-05-22,35
3,7271,779,0,2008-05-23,59
3,4079,453,0,2008-05-24,7
3,9482,849,0,2008-05-25,18
3,4616,559,0,2008-05-26,53
3,7548,966,0,2008-05-27,15
3,2936,435,0,2008-05-28,50
3,22190,1254,0,2008-05-29,40
3,8730,962,0,2008-05-30,31
3,4970,476,0,2008-05-31,11
3,5313,321,0,2008-06-01,29
3,10069,766,0,2008-06-02,14
3,7524,968,0,2008-06-03,7
3,9723,904,0,2008-06-04,12
3,9502,874,0,2008-06-05,10
3,5898,545,0,2008-06-06,58
3,5887,456,0,2008-06-07,54
3,4614,545,0,2008-06-08,28
3,10978,1107,0,2008-06-09,34
3,5977,583,0,2008-06-10,12
3,7667,692,0,2008-06-11,34
3,7698,971,0,2008-06-12,54
3,8975,964,0,2008-06-13,37
3,5528,455,0,2008-06-14,48
3,9764,843,0,2008-06-15,40
3,6547,730,0,2008-06-16,53
3,4556,620,0,2008-06-17,20
3,9178,1036,0,2008-06-18,10
3,9782,1075,0,2008-06-19,27
3,5535,679,0,2008-06-20,18
3,7825,588,0,2008-06-21,25
3,8134,514,0,2008-06-22,35
3,5938,501,0,2008-06-23,28
3,8999,614,0,2008-06-24,33
3,7007,863,0,2008-06-25,16
3,7383,903,0,2008-06-26,36
3,7591,522,0,2008-06-27,48
3,7467,621,0,2008-06-28,12
3,4120,421,0,2008-06-29,30
3,4384,450,0,2008-06-30,14
3,4936,415,0,2008-07-01,15
3,0,0,0,2008-07-02,24
3,8508,1054,0,2008-07-03,40
3,9239,738,0,2008-07-04,18
3,5129,362,0,2008-07-05,15
3,10022,929,0,2008-07-06,17
3,4369,615,0,2008-07-07,34
3,5910,716,0,2008-07-08,18
3,4243,412,0,2008-07-09,51
3,7361,656,0,2008-07-10,25
3,6060,723,0,2008-07-11,28
3,7226,630,0,2008-07-12,20
3,7547,587,0,2008-07-13,11
3,8930,700,0,2008-07-14,15
3,4606,425,0,2008-07-15,47
3,6725,462,0,2008-07-16,23
3,8978,887,0,2008-07-17,28
3,7641,720,0,2008-07-18,26
3,7628,839,0,2008-07-19,30
3,9551,999,0,2008-07-20,21
3,11259,922,0,2008-07-21,12
3,7283,1100,0,2008-07-22,20
3,3498,337,0,2008-07-23,16
3,8233,743,0,2008-07-24,31
3,5524,521,0,2008-07-25,12
3,6833,602,0,2008-07-26,54
3,6562,528,0,2008-07-27,49
3,4842,550,0,2008-07-28,48
3,13460,877,0,2008-07-29,59
3,6429,481,0,2008-07-30,32
3,6916,1012,0,2008-07-31,5
3,10556,1147,0,2008-08-01,49
3,7083,817,0,2008-08-02,46
3,4746,348,0,2008-08-03,24
3,12140,1018,0,2008-08-04,40
3,6523,539,0,2008-08-05,39
3,10431,838,0,2008-08-06,39
3,6496,759,0,2008-08-07,58
3,11297,1257,0,2008-08-08,24
3,9910,1010,0,2008-08-09,36
3,6758,468,0,2008-08-10,53
3,6096,737,0,2008-08-11,52
3,7231,732,0,2008-08-12,33
3,5686,554,0,2008-08-13,36
3,6315,704,0,2008-08-14,7
3,6674,602,0,2008-08-15,57
3,8649,949,0,2008-08-16,27
3,6777,613,0,2008-08-17,5
3,5251,637,0,2008-08-18,37
3,5083,419,0,2008-08-19,57
3,9161,1283,0,2008-08-20,50
3,7801,546,0,2008-08-21,46
3,6841,855,0,2008-08-22,54
3,9209,689,0,2008-08-23,46
3,6487,662,0,2008-08-24,27
3,7220,1070,0,2008-08-25,59
3,5558,662,0,2008-08-26,43
3,8830,778,0,2008-08-27,59
3,8627,992,0,2008-08-28,22
3,6778,619,0,2008-08-29,29
3,6702,604,0,2008-08-30,28
3,6790,824,0,2008-08-31,17
3,8422,599,0,2008-09-01,36
3,9598,893,0,2008-09-02,38
3,5979,544,0,2008-09-03,44
3,7953,770,0,2008-09-04,7
3,6479,622,0,2008-09-05,9
3,6914,468,0,2008-09-06,37
3,6970,571,0,2008-09-07,39
3,8561,1348,0,2008-09-08,38
3,4618,527,0,2008-09-09,48
3,4694,504,0,2008-09-10,59
3,9025,1198,0,2008-09-11,41
3,8298,1945,0,2008-09-12,12
3,6086,546,0,2008-09-13,51
3,7431,635,0,2008-09-14,7
3,7835,619,0,2008-09-15,10
3,6522,512,0,2008-09-16,55
3,6191,525,0,2008-09-17,44
3,7395,900,0,2008-09-18,10
3,5161,454,0,2008-09-19,58
3,3172,399,0,2008-09-20,27
3,8689,860,0,2008-09-21,55
3,3755,482,0,2008-09-22,48
3,7826,758,0,2008-09-23,49
3,7891,581,0,2008-09-24,49
3,5923,578,0,2008-09-25,50
3,6185,767,0,2008-09-26,43
3,12594,993,0,2008-09-27,32
3,10086,1268,0,2008-09-28,51
3,9872,957,0,2008-09-29,16
3,4342,529,0,2008-09-30,17
3,8099,708,0,2008-10-01,5
3,7550,862,0,2008-10-02,17
3,4899,763,0,2008-10-03,18
3,2595,328,0,2008-10-04,36
3,9714,1043,0,2008-10-05,37
3,3500,354,0,2008-10-06,41
3,6838,737,0,2008-10-07,42
3,14011,1699,0,2008-10-08,19
3,7823,684,0,2008-10-09,37
3,7491,659,0,2008-10-10,27
3,5094,519,0,2008-10-11,7
3,7438,928,0,2008-10-12,44
3,7017,600,0,2008-10-13,51
3,7118,506,0,2008-10-14,25
3,7953,732,0,2008-10-15,49
3,9492,729,0,2008-10-16,46
3,9776,1191,0,2008-10-17,43
3,7979,813,0,2008-10-18,21
3,10186,862,0,2008-10-19,34
3,5009,618,0,2008-10-20,36
3,6504,798,0,2008-10-21,51
3,4522,689,0,2008-10-22,13
3,6085,604,0,2008-10-23,32
3,7003,538,0,2008-10-24,36
3,5895,480,0,2008-10-25,43
3,5178,587,0,2008-10-26,40
3,8184,685,0,2008-10-27,18
3,5404,448,0,2008-10-28,13
3,9967,750,0,2008-10-29,26
3,7735,715,0,2008-10-30,44
3,5410,400,0,2008-10-31,5
3,4680,484,0,2008-11-01,34
3,11088,691,0,2008-11-02,11
3,8193,645,0,2008-11-03,18
3,7005,665,0,2008-11-04,25
3,6551,674,0,2008-11-05,44
3,8332,712,0,2008-11-06,11
3,6691,510,0,2008-11-07,31
3,6124,884,0,2008-11-08,55
3,7646,923,0,2008-11-09,59
3,8479,856,0,2008-11-10,37
3,6633,731,0,2008-11-11,26
3,5223,462,0,2008-11-12,57
3,10925,862,0,2008-11-13,52
3,7755,732,0,2008-11-14,20
3,6376,479,0,2008-11-15,50
3,4013,387,0,2008-11-16,21
3,10608,1035,0,2008-11-17,55
3,7235,509,0,2008-11-18,6
3,5589,510,0,2008-11-19,54
3,6399,906,0,2008-11-20,27
3,11658,1253,0,2008-11-21,22
3,10449,752,0,2008-11-22,50
3,8827,983,0,2008-11-23,33
3,8570,977,0,2008-11-24,25
3,6750,710,0,2008-11-25,41
3,6010,544,0,2008-11-26,47
3,6637,738,0,2008-11-27,25
3,7682,850,0,2008-11-28,11
3,9651,1070,0,2008-11-29,49
3,19989,1899,0,2008-11-30,57
3,5111,463,0,2008-12-01,46
3,5219,739,0,2008-12-02,36
3,3655,306,0,2008-12-03,10
3,5294,432,0,2008-12-04,37
3,9587,875,0,2008-12-05,28
3,14694,1240,0,2008-12-06,43
3,6945,640,0,2008-12-07,37
3,4969,514,0,2008-12-08,17
3,5252,450,0,2008-12-09,45
3,6061,701,0,2008-12-10,57
3,5856,516,0,2008-12-11,16
3,9267,1081,0,2008-12-12,57
3,8331,772,0,2008-12-13,43
3,7141,668,0,2008-12-14,15
3,4102,444,0,2008-12-15,37
3,9351,1136,0,2008-12-16,16
3,7071,910,0,2008-12-17,21
3,11185,1307,0,2008-12-18,20
3,9427,681,0,2008-12-19,32
3,4890,479,0,2008-12-20,24
3,8576,563,0,2008-12-21,37
3,4898,674,0,2008-12-22,39
3,7633,488,0,2008-12-23,22
3,10153,1102,0,2008-12-24,40
3,7743,683,0,2008-12-25,17
3,10235,1025,0,2008-12-26,52
3,6631,593,0,2008-12-27,21
3,8686,987,0,2008-12-28,36
3,5532,465,0,2008-12-29,28
3,6312,575,0,2008-12-30,5
3,7467,673,0,2008-12-31,21
3,10134,1136,0,2009-01-01,38
3,8159,805,0,2009-01-02,32
3,9129,635,0,2009-01-03,50
3,7050,555,0,2009-01-04,24
3,4906,506,0,2009-01-05,57
3,10554,1066,0,2009-01-06,36
3,4611,521,0,2009-01-07,43
3,9573,925,0,2009-01-08,47
3,6999,554,0,2009-01-09,10
3,4950,340,0,2009-01-10,58
3,9573,1166,0,2009-01-11,54
3,8697,906,0,2009-01-12,10
3,5780,686,0,2009-01-13,34
3,7770,676,0,2009-01-14,36
3,6528,792,0,2009-01-15,39
3,5597,526,0,2009-01-16,58
3,11597,1043,0,2009-01-17,59
3,3155,458,0,2009-01-18,35
3,4456,464,0,2009-01-19,8
3,9988,684,0,2009-01-20,29
3,9099,686,0,2009-01-21,25
3,11630,852,0,2009-01-22,47
3,7707,1047,0,2009-01-23,42
3,7176,946,0,2009-01-24,18
3,7005,409,0,2009-01-25,36
3,6641,718,0,2009-01-26,48
3,7584,720,0,2009-01-27,8
3,6662,688,0,2009-01-28,13
3,5847,537,0,2009-01-29,58
3,5474,484,0,2009-01-30,48
3,10138,920,0,2009-01-31,54
3,7809,899,0,2009-02-01,5
3,9694,708,0,2009-02-02,41
3,14498,1333,0,2009-02-03,34
3,9169,907,0,2009-02-04,11
3,5188,374,0,2009-02-05,5
3,4920,700,0,2009-02-06,6
3,5487,560,0,2009-02-07,46
3,10053,2296,0,2009-02-08,8
3,5477,716,0,2009-02-09,42
3,9310,1139,0,2009-02-10,57
3,5280,594,0,2009-02-11,23
3,11187,934,0,2009-02-12,25
3,7403,665,0,2009-02-13,53
3,6834,453,0,2009-02-14,23
3,5275,398,0,2009-02-15,9
3,5662,534,0,2009-02-16,5
3,5536,544,0,2009-02-17,7
3,8168,748,0,2009-02-18,52
3,6302,550,0,2009-02-19,24
3,6212,500,0,2009-02-20,6
3,4600,509,0,2009-02-21,56
3,4907,403,0,2009-02-22,17
3,9179,709,0,2009-02-23,6
3,6640,589,0,2009-02-24,25
3,25840,3545,0,2009-02-25,52
3,7661,473,0,2009-02-26,29
2,5011,560,0,2009-02-27,40
2,5671,646,0,2009-02-28,12
2,8864,818,0,2009-03-01,5
2,10275,1191,0,2009-03-02,28
2,6083,598,0,2009-03-03,8
2,4839,576,0,2009-03-04,31
2,12342,1158,0,2009-03-05,23
2,6717,695,0,2009-03-06,54
2,8751,678,0,2009-03-07,59
